Team,goals1,goals2,goals3,goals4,goalsT,shots1,shots2,shots3,shots4,shotsT,Pen,PIM,PPG,PPO,FOW,FOL,FOW%,goals5,goals6,shots5,shots6,Game_ID
Ohio State,4,0,5,0,9,18,12,19,0,49,3,6,0,6,33,29,53.2258064516129,0,0,0,0,2024-11-01-Lake Superior-Ohio State
Lindenwood,0,0,0,0,0,11,17,9,0,37,2,4,0,5,32,31,50.7936507936508,0,0,0,0,2024-11-01-Lindenwood-Robert Morris
Robert Morris,0,1,2,0,3,7,12,4,0,23,5,10,0,2,31,32,49.2063492063492,0,0,0,0,2024-11-01-Lindenwood-Robert Morris
Denver,1,3,2,0,6,11,17,3,0,31,4,16,1,2,32,18,64.0,0,0,0,0,2024-11-01-Denver-Yale
Yale,0,0,0,0,0,8,6,8,0,22,4,16,0,2,18,32,36.0,0,0,0,0,2024-11-01-Denver-Yale
Rensselaer,1,1,0,1,3,7,11,3,2,23,4,8,1,3,32,24,57.1428571428571,0,0,0,0,2024-11-01-Rensselaer-Miami
Miami,2,0,0,0,2,9,9,4,0,22,4,8,1,3,24,32,42.8571428571429,0,0,0,0,2024-11-01-Rensselaer-Miami
Boston College,1,2,1,0,4,8,10,3,0,21,7,22,1,3,27,29,48.2142857142857,0,0,0,0,2024-11-01-Boston College-St. Cloud State
St Cloud State,0,1,0,0,1,6,9,5,0,20,7,22,0,3,29,27,51.7857142857143,0,0,0,0,2024-11-01-Boston College-St. Cloud State
Ferris State,0,0,0,0,0,10,11,8,0,29,7,14,0,4,15,37,28.8461538461538,0,0,0,0,2024-11-01-Ferris State-Bowling Green
Bowling Green,1,0,1,0,2,16,8,7,0,31,5,10,0,6,37,15,71.1538461538462,0,0,0,0,2024-11-01-Ferris State-Bowling Green
Michigan Tech,1,2,0,0,3,11,17,13,0,41,2,4,2,4,29,29,50.0,0,0,0,0,2024-11-01-Michigan Tech-Northern Michigan
Northern Michigan,0,0,0,0,0,9,5,10,0,24,4,8,0,2,29,29,50.0,0,0,0,0,2024-11-01-Michigan Tech-Northern Michigan
Augustana,0,0,0,0,0,6,8,6,0,20,4,19,0,6,38,29,56.7164179104478,0,0,0,0,2024-11-01-Augustana-St. Thomas
St Thomas,0,2,2,0,4,8,10,10,0,28,8,16,0,2,29,38,43.2835820895522,0,0,0,0,2024-11-01-Augustana-St. Thomas
Minnesota State,0,0,0,0,0,7,8,9,0,24,2,4,0,1,28,38,42.4242424242424,0,0,0,0,2024-11-01-Minnesota State-Bemidji State
Bemidji State,0,1,0,0,1,14,19,11,0,44,3,17,0,1,38,28,57.5757575757576,0,0,0,0,2024-11-01-Minnesota State-Bemidji State
Massachusetts,3,1,0,0,4,10,9,15,0,34,4,11,1,4,31,34,47.6923076923077,0,0,0,0,2024-11-02-Massachusetts-American Int'l
American Intl,0,1,2,0,3,20,12,15,0,47,5,21,1,3,34,31,52.3076923076923,0,0,0,0,2024-11-02-Massachusetts-American Int'l
Lake Superior,0,1,1,0,2,3,5,8,0,16,2,4,0,2,31,27,53.448275862069,0,0,0,0,2024-11-02-Lake Superior-Ohio State
Ohio State,1,4,1,0,6,14,10,7,0,31,2,4,0,2,27,31,46.551724137931,0,0,0,0,2024-11-02-Lake Superior-Ohio State
Boston College,0,1,1,0,2,12,7,9,0,28,5,21,0,4,27,42,39.1304347826087,0,0,0,0,2024-11-02-Boston College-St. Cloud State
St Cloud State,1,0,0,0,1,7,11,8,0,26,5,10,0,3,42,27,60.8695652173913,0,0,0,0,2024-11-02-Boston College-St. Cloud State
Michigan,1,1,2,1,5,5,9,6,4,24,2,4,1,1,23,38,37.7049180327869,0,0,0,0,2024-11-02-Michigan-Boston University
Boston University,2,1,1,0,4,15,8,4,1,28,1,2,0,2,38,23,62.2950819672131,0,0,0,0,2024-11-02-Michigan-Boston University
Alaska,0,1,2,0,3,6,7,9,0,22,4,8,1,4,27,26,50.9433962264151,0,0,0,0,2024-11-02-Alaska-Clarkson
Clarkson,2,0,1,0,3,8,7,6,1,22,4,8,1,4,26,27,49.0566037735849,0,0,0,0,2024-11-02-Alaska-Clarkson
North Dakota,0,3,0,0,3,5,15,8,0,28,7,14,0,5,39,27,59.0909090909091,0,0,0,0,2024-11-02-North Dakota-Cornell
Cornell,1,1,3,0,5,11,4,13,0,28,7,14,0,5,27,39,40.9090909090909,0,0,0,0,2024-11-02-North Dakota-Cornell
Quinnipiac,1,1,1,0,3,13,9,14,0,36,2,4,0,1,33,31,51.5625,0,0,0,0,2024-11-02-Quinnipiac-Holy Cross
Holy Cross,0,0,0,0,0,5,11,9,0,25,2,4,0,1,31,33,48.4375,0,0,0,0,2024-11-02-Quinnipiac-Holy Cross
Lindenwood,1,1,0,0,2,16,13,8,2,39,2,7,1,1,30,26,53.5714285714286,0,0,0,0,2024-11-02-Lindenwood-Robert Morris
Robert Morris,0,1,1,0,2,4,8,5,4,21,1,2,1,3,26,30,46.4285714285714,0,0,0,0,2024-11-02-Lindenwood-Robert Morris
Denver,1,3,1,0,5,12,10,8,0,30,3,6,3,7,45,25,64.2857142857143,0,0,0,0,2024-11-02-Denver-Yale
Yale,1,0,0,0,1,8,6,8,0,22,7,14,0,3,25,45,35.7142857142857,0,0,0,0,2024-11-02-Denver-Yale
Colorado College,1,1,4,0,6,10,7,11,0,28,7,17,0,2,35,32,52.2388059701493,0,0,0,0,2024-11-02-Colorado College-Air Force
Air Force,0,1,0,0,1,10,8,10,0,28,2,4,1,7,32,35,47.7611940298507,0,0,0,0,2024-11-02-Colorado College-Air Force
Rensselaer,0,1,1,0,2,6,5,6,0,17,4,8,0,2,24,22,52.1739130434783,0,0,0,0,2024-11-02-Rensselaer-Miami
Miami,0,1,0,0,1,7,11,13,0,31,3,6,0,3,22,24,47.8260869565217,0,0,0,0,2024-11-02-Rensselaer-Miami
Vermont,0,0,0,1,1,4,3,8,4,19,2,4,1,2,31,25,55.3571428571429,0,0,0,0,2024-11-02-Vermont-Connecticut
Connecticut,0,0,0,0,0,13,7,10,0,30,2,4,0,2,25,31,44.6428571428571,0,0,0,0,2024-11-02-Vermont-Connecticut
Providence,0,1,2,0,3,10,12,8,0,30,8,16,0,2,27,23,54.0,0,0,0,0,2024-11-02-Providence-New Hampshire
New Hampshire,0,0,0,0,0,10,17,16,0,43,3,6,0,7,23,27,46.0,0,0,0,0,2024-11-02-Providence-New Hampshire
Merrimack,0,0,0,0,0,5,7,7,0,19,9,29,0,4,27,28,49.0909090909091,0,0,0,0,2024-11-02-Merrimack-Maine
Maine,2,4,0,0,6,13,15,12,0,40,5,10,3,8,28,27,50.9090909090909,0,0,0,0,2024-11-02-Merrimack-Maine
Wisconsin,0,2,0,0,2,16,11,8,0,35,3,6,1,4,25,28,47.1698113207547,0,0,0,0,2024-11-02-Wisconsin-Notre Dame
Notre Dame,0,1,0,0,1,7,10,6,0,23,4,8,0,3,28,25,52.8301886792453,0,0,0,0,2024-11-02-Wisconsin-Notre Dame
Penn State,0,0,0,0,0,11,9,8,0,28,3,6,0,3,28,28,50.0,0,0,0,0,2024-11-02-Penn State-Minnesota
Minnesota,0,0,1,0,1,4,2,6,0,12,4,19,0,3,28,28,50.0,0,0,0,0,2024-11-02-Penn State-Minnesota
Northern Michigan,3,0,0,0,3,7,6,4,0,17,6,12,2,2,31,29,51.6666666666667,0,0,0,0,2024-11-02-Northern Michigan-Michigan Tech
Michigan Tech,1,2,3,0,6,15,15,13,0,43,3,6,0,5,29,31,48.3333333333333,0,0,0,0,2024-11-02-Northern Michigan-Michigan Tech
Augustana,1,1,1,0,3,11,8,4,0,23,6,12,0,6,29,40,42.0289855072464,0,0,0,0,2024-11-02-Augustana-St. Thomas
St Thomas,1,1,0,0,2,9,18,13,0,40,6,12,1,6,40,29,57.9710144927536,0,0,0,0,2024-11-02-Augustana-St. Thomas
Minnesota State,0,2,0,0,2,12,14,4,0,30,4,11,1,2,22,33,40.0,0,0,0,0,2024-11-02-Minnesota State-Bemidji State
Bemidji State,0,0,1,0,1,6,9,6,0,21,3,6,1,3,33,22,60.0,0,0,0,0,2024-11-02-Minnesota State-Bemidji State
Ferris State,1,3,0,0,4,10,7,15,0,32,8,16,2,6,33,39,45.8333333333333,0,0,0,0,2024-11-02-Ferris State-Bowling Green
Bowling Green,1,3,1,0,5,15,16,12,0,43,7,14,4,7,39,33,54.1666666666667,0,0,0,0,2024-11-02-Ferris State-Bowling Green
Niagara,1,1,1,0,3,12,16,11,1,40,4,8,0,2,36,20,64.2857142857143,0,0,0,0,2024-11-02-Niagara-Mercyhurst
Mercyhurst,1,1,1,1,4,9,5,6,1,21,3,6,2,3,20,36,35.7142857142857,0,0,0,0,2024-11-02-Niagara-Mercyhurst
Bentley,3,2,1,0,6,9,8,7,0,24,3,6,3,7,30,26,53.5714285714286,0,0,0,0,2024-11-02-Bentley-Sacred Heart
Sacred Heart,1,2,1,0,4,2,8,3,0,13,7,14,1,3,26,30,46.4285714285714,0,0,0,0,2024-11-02-Bentley-Sacred Heart
Vermont,2,1,2,0,5,8,11,13,5,37,2,4,2,5,42,41,50.6024096385542,0,0,0,0,2024-11-03-Vermont-Connecticut
Connecticut,3,0,2,1,6,12,7,8,1,28,5,21,1,2,41,42,49.3975903614458,0,0,0,0,2024-11-03-Vermont-Connecticut
Stonehill,0,0,2,0,2,5,7,13,0,25,6,12,1,4,23,33,41.0714285714286,0,0,0,0,2024-11-03-Stonehill-Dartmouth
Dartmouth,1,4,0,0,5,8,11,11,0,30,5,10,3,5,33,23,58.9285714285714,0,0,0,0,2024-11-03-Stonehill-Dartmouth
Robert Morris,1,2,2,0,5,11,7,15,0,33,3,6,1,2,40,25,61.5384615384615,0,0,0,0,2024-11-04-Robert Morris-Mercyhurst
Mercyhurst,1,1,0,0,2,10,13,5,0,28,2,4,0,3,25,40,38.4615384615385,0,0,0,0,2024-11-04-Robert Morris-Mercyhurst
American Intl,0,2,0,0,2,9,12,5,0,26,2,4,1,3,31,32,49.2063492063492,0,0,0,0,2024-11-07-American Int'l-Holy Cross
Holy Cross,2,2,1,0,5,13,7,9,0,29,4,8,0,1,32,31,50.7936507936508,0,0,0,0,2024-11-07-American Int'l-Holy Cross
Notre Dame,0,1,0,0,1,8,6,5,0,19,5,10,0,3,28,51,35.4430379746835,0,0,0,0,2024-11-08-Notre Dame-Michigan
Michigan,0,1,0,1,2,13,19,11,4,47,4,8,0,4,51,28,64.5569620253165,0,0,0,0,2024-11-08-Notre Dame-Michigan
Ohio State,0,1,1,0,2,4,6,14,0,24,1,2,0,2,36,29,55.3846153846154,0,0,0,0,2024-11-08-Ohio State-Michigan State
Michigan State,2,1,1,0,4,8,11,8,0,27,2,4,0,1,29,36,44.6153846153846,0,0,0,0,2024-11-08-Ohio State-Michigan State
Minnesota,0,2,1,0,3,8,13,10,0,31,3,6,1,4,27,44,38.0281690140845,0,0,0,0,2024-11-08-Minnesota-Wisconsin
Wisconsin,1,1,0,0,2,12,8,10,0,30,5,10,1,2,44,27,61.9718309859155,0,0,0,0,2024-11-08-Minnesota-Wisconsin
American Intl,2,0,1,0,3,15,8,13,0,36,7,14,1,5,32,32,50.0,0,0,0,0,2024-11-08-American Int'l-Holy Cross
Holy Cross,0,1,1,0,2,10,12,8,0,30,8,16,0,4,32,32,50.0,0,0,0,0,2024-11-08-American Int'l-Holy Cross
Sacred Heart,3,0,1,0,4,14,11,7,0,32,2,4,0,2,39,18,68.421052631579,0,0,0,0,2024-11-08-Sacred Heart-Mercyhurst
Mercyhurst,2,1,0,0,3,9,12,8,0,29,2,4,0,2,18,39,31.5789473684211,0,0,0,0,2024-11-08-Sacred Heart-Mercyhurst
Niagara,0,0,0,0,0,12,12,15,0,39,5,10,0,2,34,35,49.2753623188406,0,0,0,0,2024-11-08-Niagara-Army
Army,1,0,0,0,1,13,7,10,0,30,2,4,0,5,35,34,50.7246376811594,0,0,0,0,2024-11-08-Niagara-Army
RIT,0,0,0,0,0,5,10,4,0,19,7,25,0,3,32,28,53.3333333333333,0,0,0,0,2024-11-08-RIT-Bentley
Bentley,2,2,1,0,5,10,12,17,0,39,4,8,0,5,28,32,46.6666666666667,0,0,0,0,2024-11-08-RIT-Bentley
Canisius,0,0,0,0,0,8,3,10,0,21,2,4,0,2,23,24,48.936170212766,0,0,0,0,2024-11-08-Canisius-Air Force
Air Force,0,1,1,0,2,9,11,10,0,30,3,17,0,2,24,23,51.063829787234,0,0,0,0,2024-11-08-Canisius-Air Force
Brown,1,1,1,0,3,4,6,14,0,24,2,4,0,3,36,23,61.0169491525424,0,0,0,0,2024-11-08-Brown-Colgate
Colgate,2,2,1,0,5,14,10,6,0,30,3,6,1,2,23,36,38.9830508474576,0,0,0,0,2024-11-08-Brown-Colgate
Yale,1,1,0,0,2,3,6,0,1,10,2,4,2,3,26,30,46.4285714285714,0,0,0,0,2024-11-08-Yale-Cornell
Cornell,1,1,0,0,2,5,10,13,5,33,4,8,0,1,30,26,53.5714285714286,0,0,0,0,2024-11-08-Yale-Cornell
Harvard,0,2,1,1,4,7,14,9,3,33,5,10,1,4,26,33,44.0677966101695,0,0,0,0,2024-11-08-Harvard-Princeton
Princeton,1,1,1,0,3,9,3,10,4,26,5,10,1,5,33,26,55.9322033898305,0,0,0,0,2024-11-08-Harvard-Princeton
Dartmouth,0,2,2,0,4,3,7,3,0,13,1,2,1,2,24,21,53.3333333333333,0,0,0,0,2024-11-08-Dartmouth-Quinnipiac
Quinnipiac,0,1,1,0,2,8,3,9,0,20,2,4,1,1,21,24,46.6666666666667,0,0,0,0,2024-11-08-Dartmouth-Quinnipiac
Mass Lowell,0,3,2,0,5,8,11,8,0,27,5,10,1,1,28,39,41.7910447761194,0,0,0,0,2024-11-08-Mass. Lowell-Boston University
Boston University,1,1,1,0,3,5,11,13,0,29,3,6,2,3,39,28,58.2089552238806,0,0,0,0,2024-11-08-Mass. Lowell-Boston University
Connecticut,0,1,0,0,1,11,12,12,0,35,1,2,1,2,31,29,51.6666666666667,0,0,0,0,2024-11-08-Connecticut-Merrimack
Merrimack,0,1,3,0,4,9,5,7,0,21,2,4,0,1,29,31,48.3333333333333,0,0,0,0,2024-11-08-Connecticut-Merrimack
Northeastern,1,1,0,0,2,14,15,12,1,42,5,21,1,3,34,31,52.3076923076923,0,0,0,0,2024-11-08-Northeastern-Providence
Providence,0,2,0,0,2,8,15,11,4,38,5,21,1,3,31,34,47.6923076923077,0,0,0,0,2024-11-08-Northeastern-Providence
Massachusetts,2,0,1,0,3,7,10,6,1,24,3,6,0,1,27,30,47.3684210526316,0,0,0,0,2024-11-08-Massachusetts-Vermont
Vermont,1,2,0,0,3,17,6,9,2,34,1,2,1,3,30,27,52.6315789473684,0,0,0,0,2024-11-08-Massachusetts-Vermont
Maine,0,1,1,0,2,13,10,9,0,32,4,19,0,2,28,27,50.9090909090909,0,0,0,0,2024-11-08-Maine-Boston College
Boston College,0,0,3,0,3,13,3,14,0,30,3,6,1,2,27,28,49.0909090909091,0,0,0,0,2024-11-08-Maine-Boston College
Arizona State,1,1,1,0,3,8,14,7,1,30,3,6,1,3,28,22,56.0,0,0,0,0,2024-11-08-Arizona State-Colorado College
Colorado College,2,0,1,1,4,6,4,10,1,21,4,8,1,2,22,28,44.0,0,0,0,0,2024-11-08-Arizona State-Colorado College
Western Michigan,0,2,0,0,2,13,24,13,0,50,3,6,0,2,21,27,43.75,0,0,0,0,2024-11-08-Western Michigan-Omaha
Omaha,1,0,0,0,1,15,9,5,0,29,2,4,0,3,27,21,56.25,0,0,0,0,2024-11-08-Western Michigan-Omaha
North Dakota,2,3,2,0,7,8,16,6,0,30,7,14,2,4,37,32,53.6231884057971,0,0,0,0,2024-11-08-North Dakota-Minnesota Duluth
Minnesota Duluth,0,0,3,0,3,6,15,14,0,35,3,9,3,6,32,37,46.3768115942029,0,0,0,0,2024-11-08-North Dakota-Minnesota Duluth
Miami,0,2,0,0,2,5,7,9,4,25,5,10,0,3,21,38,35.5932203389831,0,0,0,0,2024-11-08-Miami-St. Cloud State
St Cloud State,1,1,0,1,3,4,7,9,3,23,4,8,0,4,38,21,64.4067796610169,0,0,0,0,2024-11-08-Miami-St. Cloud State
Lindenwood,0,0,1,0,1,7,8,9,0,24,5,10,0,1,28,42,40.0,0,0,0,0,2024-11-08-Lindenwood-Denver
Denver,0,3,1,0,4,11,17,18,0,46,2,4,2,4,42,28,60.0,0,0,0,0,2024-11-08-Lindenwood-Denver
Alaska,0,0,3,0,3,7,7,18,2,34,3,6,0,4,31,31,50.0,0,0,0,0,2024-11-08-Alaska-Union
